tweet,sentiment ,sentiment_score
"Sanchez came on and we started scoring. 
Guess what..... Man scored the winner. 💪 #MUFC ",neutral,0.0
"Rafa: '#mufc were a bigger team'.

",neutral,0.0
Fuck all that . Still #Mourinhoout!!!! #MUFC 🤷🏾‍♂️,negative,-0.9765625
👀 The post-match comments from Jose Mourinho after #MUNNEW...#MUFC ,neutral,0.0
"No pressure, lads. #mufc ",neutral,0.0
"This is nothing short of disgraceful. A comeback against a winless side, at home, is nothing spectacular. Why make… ",positive,0.3
Hate it when I’m somewhere minding my business and nexto me is someone telling the other an interesting story then… ,neutral,-0.1416666666666667
So this is what it feels like to get a win. Been alien to us #mufc,positive,0.275
"As much as I'd like to see that result trigger a good run of performances, we've got Chelsea away next. Then after… ",positive,0.3
"Watch out chelsea you are next 👉🏾😡😡 
The Red Devil is angry now👹👺👺👺👺

#mufc",neutral,-0.16666666666666666
"Good to see Martial taking on defenders again...
#MUNNEW 
#MUFC",positive,0.35
"Newcastle tried to lie, did not stand and fell !!! #MUFC",neutral,0.0
"Great comeback to win the game that looked impossible at HT,really hope now what happened in that 2nd half tonight… ",neutral,0.06111111111111115
When they come out to play they are a lovely sight to take in..what s performance from the Reddevils tonight… ,positive,0.5
"Let's hear from the scorer of our first goal v Newcastle, @JuanMata8...

#MUFC #MUNNEW ",positive,0.25
"When we were losing @HenrikhMkh posted a picture smiling to troll us.

Sorry bro. We broke your heart. 

#MUFC",negative,-0.5
"Rival fans in the Half-time: We placed our bet to Newcastle bcoz we know United lost it when Ferguson left.
Rival f… ",neutral,0.0
"Here we go ,This guy did great job today 
#MUNNEW 
#mufc ",positive,0.8
"#MUNNEW

So Mourinho plays attacking football at Old Trafford as Paul Pogba suggested and we win.

All it took was… ",positive,0.45
"Just seen the match replay. Well, let's keep the progressive growth. Well done lads.. #MUFC #GGMU #ManUnited… ",neutral,0.0
"Watching united lately has been so hard but that comeback was amazing. #mufc #fuckoffwoodward
#SackTheBoard",neutral,0.0027777777777778048
Next Level Thinking: 10 Powerful Thoughts for a Successful and Abundant Life - Joel Osteen - Download for FREE @… ,positive,0.41
"@premierleague @juanmata8 I think @ManUtd just unlocked the working formation:
Mata is not a winger, he should play… ",neutral,0.0
"Jose post match on T.V.
""it's not the substitutions. . .it's the mentality. . .it's the desire. . .it's the commitm… ",neutral,0.0
"#mufc Crest Pin Badge



#MUFC_FAMILY #mufcfamily #manchester #manchesterunited #manutd #manunited",neutral,0.0
P.S. Lukaku is AWFUL! 🤣 #mufc,negative,-1.0
Scholes on Mourinho: “He made the right substitutions but his passion on the touchline must have transferred onto t… ,positive,0.2857142857142857
@julesbreach Holy moly!!! Nail biter... some glimpses of the manutd we love and live for!!!!! #mufc,positive,0.4580743963068182
I saw determination from Paul Pogba today. He needs to be the General in the midfield. Bite. Determination. #MUFC ,neutral,0.05000000000000002
Back from the match. Some ticket swapping meant my 12 yr old could sit with his two mates by themselves. A three go… ,neutral,0.05
"#mufc Crest Pin Badge



#MUFC_FAMILY #mufcfamily #manchester #manchesterunited #manutd #manunited",neutral,0.0
The players today showed they love the club &amp; the fans they were playing for the badge today! #mufc,positive,0.625
"Rio Ferdinand: “We’re always going to say what we see, the last few weeks have been rubbish, but today in the secon… ",neutral,-0.1
Gave best for fans.. waiting for more.. Need #MUFC back in game...fans hoping more from you @ManUtd (Fans from 🇱🇰),positive,0.5
"And if there is any coach in the world I believe to restore United to its days of not so long ago, it's him.

Get b… ",neutral,-0.05
"@TheJoseView Even if we had lose,I would still support Mourinho #mufc 🔴⚽",neutral,0.0
"Mourinho needs to dye that hair, RE-DISCOVER THE ENERGY OF YOUTH #MUNNEW  #MUFC ",neutral,0.0
"Whatever people think about United legends‘ or fans‘ opinion during this crisis, I believe they all love the club a… ",positive,0.5
"With the next games including @ChelseaFC in EPL, @juventusfc twice in @ChampionsLeague &amp; Manchester city derby,… ",neutral,0.0
"@LukeShaw23 @ManUtd Have been going to games and sticking by my team for over 50 years, not going to stop now… ",neutral,0.0
This is for you #MUFC fans 🎊✌🏻 ,neutral,0.0
Does anyone know if it's raining in London??? #BlameJose #mufc 🔰,neutral,0.0
"And then, in the last 20 minutes, #MUFC scored 3 to win.

20 minutes of energy, aggression, and something almost li… ",positive,0.4
"That’s great. But, I don’t think he has scored nearly enough free kicks for #MUFC. He has such a great left-foot th… ",positive,0.4
3 massive confidence boosting goals there and a good spirit to come back from the lads and just shows what the lads… ,positive,0.2333333333333333
Lost my wallet in #Manchester after the game from old Trafford to picadilly can’t travel back home tomorrow without… ,neutral,-0.10000000000000002
Martial lukaku sanchez pogba need to start together #mufc,neutral,0.0
Enough for me today 😆 MigoTony 😎 #mufc ,neutral,0.0
@Ryanhewitt8671 have a look at this.. football or #rugbyleague we seen some bad performances in both down the years… ,negative,-0.4277777777777777
@ManUtd v Newcastle                        What happened next #mufc ,neutral,0.0
Mourinho out or in? #mufc,neutral,0.0
That NCFC was in itself quite lethal like they never knew it #MUFC,neutral,0.0
"#MUFC 

Best team in the world ",positive,1.0
"What a comeback by United. Things aren’t amazing, but shown great grit and determination in that 2nd half. Amazing… ",positive,0.30833333333333335
"Unpopular opinion, but considering he needs some confidence to build on, should Marcus Rashford go out on loan? #MUFC",neutral,0.0
Mata: “We needed something like that. It was very difficult to come back but we created more chances than we scored… ,neutral,-0.05000000000000001
"Finally the much anticipated second half.
My Mou with a pair of big ones. Pogba, Matic and Smalling as CBs.
Lord Fe… ",neutral,0.0066666666666666706
Sanchez that is a turning point for him and the team. Pogba was excellent in the 2nd half. . Need him to find that co… ,positive,0.2777777777777778
Think I will watch #MOTD tonight just for that 2nd half #MUFC ⚽,neutral,-0.08333333333333333
All the boys did so well in 2nd half. Pogba and Martial also showed that they are capable of so much more and it lo… ,neutral,0.10666666666666666
The day Alexis Sanchez’s #MUFC began 🔴 ,neutral,0.0
What a come back!! Pround to be a Man U Fan!!! #GGMU  #MUNNEW #MUFC #EPL,neutral,0.0
"06/10/2018 

Man. Utd. came from 2 goals down to win at Old Trafford against Newcastle. Mata, Martial and Sanchez s… ",neutral,0.18611111111111112
The quality shown by PP &amp; Martial for the second goal was different gravy! But Maureen wanted to sell them both! Sa… ,neutral,0.0
Looking forward to @BBCMOTD tonight. #mufc @GaryLineker,neutral,0.0
"I think @ManUtd just unlocked the working formation:
Mata is not a winger, he should play Central
Pogba plays bette… ",neutral,0.0
"Nothing beats Rio’s enthusiasm! Once a red, always a red!! 😂👏🏼👹 #MUFC  ",neutral,0.0
Man Of The Match แห่งข้า  #MUFC ,neutral,0.0
"There’s still a lot of fans focussing on the negatives after a win. Just enjoy a win for Christ’s sake, worry about the details later. #MUFC",positive,0.5
I don’t think anybody can accuse those players of not playing for Mourinho.. those guys played... Martial is key to… ,neutral,0.0
Jose Mourinho faces the media and offered journalists nothing but clipped answers #nufc #mufc @ Old Trafford ,neutral,0.1
@ehsanasen @ManUtd That is found in LA liga but out here in PL specifically #MUFC we do it our way!,neutral,0.0
"Mata: “It is relief and we feel that we got what we needed. In football, results fix everything. In the second half… ",neutral,0.0
"@SophRicho Totally agree, this result won’t save Jose, too much has gone wrong for him to continue. Nice to win though. #MUFC",positive,0.22000000000000003
"Sanchez saved Wengers ass a few times now hes given Mourinho a lifeline. 
Mans like a guardian angel fs.
#MUNNEW… ",neutral,-0.2
"#MUFC In Jose we trust, united fans 😁😁",neutral,0.0
"It wasn't perfect but it was United, and this is what it feels like! 

Reading this from @ManUtd got me thinking, i… ",positive,1.0
A perfect day to be a #united  fan. Great comeback and a great victory.  #GGMU #MUFC,positive,0.8666666666666667
"Glory Glory Jose Mourinho❤️
Glory Glory  Man Utd❤️ #mufc ",neutral,0.0
"""Mourinho is safe for now""  @ShakaHislop put it perfectly while speaking with… ",positive,0.75
